000000000000010101001001,2011-10-11T13:45:40+09:00
100000000000010101000000,2011-10-11T13:45:49+09:00
000000000000010101000011,2011-10-11T13:50:00+09:00
000000000000010101000000,2011-10-11T13:50:09+09:00
000000000000010101000101,2011-10-11T13:50:19+09:00
000000000000010101000000,2011-10-11T13:50:30+09:00
000000000000010101001001,2011-10-11T13:50:40+09:00
100000000000010101000000,2011-10-11T13:50:50+09:00
000000000000010101000011,2011-10-11T13:55:00+09:00
000000000000010101000000,2011-10-11T13:55:10+09:00
000000000000010101000101,2011-10-11T13:55:20+09:00
000000000000010101000000,2011-10-11T13:55:30+09:00
000000000000010101001001,2011-10-11T13:55:40+09:00
100000000000010101000000,2011-10-11T13:55:50+09:00
000000000000010101000011,2011-10-11T14:10:00+09:00
000000000000010101000000,2011-10-11T14:10:10+09:00
000000000000010101000101,2011-10-11T14:10:20+09:00
000000000000010101000000,2011-10-11T14:10:30+09:00
000000000000010101001001,2011-10-11T14:10:40+09:00
100000000000010101000000,2011-10-11T14:10:50+09:00
000000000000010101000011,2011-10-11T14:30:00+09:00
000000000000010101000000,2011-10-11T14:30:10+09:00
000000000000010101000101,2011-10-11T14:30:20+09:00
000000000000010101000000,2011-10-11T14:30:30+09:00
000000000000010101001001,2011-10-11T14:30:40+09:00
100000000000010101000000,2011-10-11T14:30:50+09:00
000000000000010101000011,2011-10-11T21:29:00+09:00
000000000000010101000000,2011-10-11T21:29:10+09:00
000000000000010101000101,2011-10-11T21:29:20+09:00
000000000000010101000000,2011-10-11T21:29:30+09:00
000000000000010101001001,2011-10-11T21:29:40+09:00
100000000000010101000000,2011-10-11T21:29:50+09:00
000000000000010101000011,2011-10-11T22:33:00+09:00
000000000000010101000000,2011-10-11T22:33:10+09:00
000000000000010101000101,2011-10-11T22:33:20+09:00
000000000000010101000000,2011-10-11T22:33:30+09:00
000000000000010101001001,2011-10-11T22:33:40+09:00
100000000000010101000000,2011-10-11T22:33:50+09:00
000000000000010101000011,2011-10-12T05:00:00+09:00
000000000000010101000000,2011-10-12T05:00:10+09:00
000000000000010101000101,2011-10-12T05:00:20+09:00
000000000000010101000000,2011-10-12T05:00:30+09:00
000000000000010101001001,2011-10-12T05:00:40+09:00
100000000000010101000000,2011-10-12T05:00:50+09:00
000000000000010101000011,2011-10-12T06:38:00+09:00
000000000000010101000000,2011-10-12T06:38:10+09:00
000000000000010101000101,2011-10-12T06:38:20+09:00
000000000000010101000000,2011-10-12T06:38:30+09:00
000000000000010101001001,2011-10-12T06:38:40+09:00
100000000000010101000000,2011-10-12T06:38:50+09:00
000000000000010101000011,2011-10-12T07:00:00+09:00
000000000000010101000000,2011-10-12T07:00:09+09:00
000000000000010101000101,2011-10-12T07:00:20+09:00
000000000000010101000000,2011-10-12T07:00:30+09:00
000000000000010101001001,2011-10-12T07:00:40+09:00
100000000000010101000000,2011-10-12T07:00:50+09:00
000000000000010101000011,2011-10-12T13:42:00+09:00
000000000000010101000000,2011-10-12T13:42:10+09:00
000000000000010101000101,2011-10-12T13:42:20+09:00
000000000000010101000000,2011-10-12T13:42:30+09:00
000000000000010101001001,2011-10-12T13:42:40+09:00
100000000000010101000000,2011-10-12T13:42:50+09:00
000000000000010101000011,2011-10-12T13:45:00+09:00
000000000000010101000000,2011-10-12T13:45:10+09:00
000000000000010101000101,2011-10-12T13:45:20+09:00
000000000000010101000000,2011-10-12T13:45:30+09:00
000000000000010101001001,2011-10-12T13:45:40+09:00
100000000000010101000000,2011-10-12T13:45:50+09:00
000000000000010101000011,2011-10-12T13:50:00+09:00
000000000000010101000000,2011-10-12T13:50:10+09:00
000000000000010101000101,2011-10-12T13:50:20+09:00
000000000000010101000000,2011-10-12T13:50:30+09:00
000000000000010101001001,2011-10-12T13:50:40+09:00
100000000000010101000000,2011-10-12T13:50:50+09:00
000000000000010101000011,2011-10-12T13:55:00+09:00
000000000000010101000000,2011-10-12T13:55:10+09:00
000000000000010101000101,2011-10-12T13:55:20+09:00
000000000000010101000000,2011-10-12T13:55:30+09:00
000000000000010101001001,2011-10-12T13:55:40+09:00
100000000000010101000000,2011-10-12T13:55:50+09:00
000000000000010101000011,2011-10-12T14:10:00+09:00
000000000000010101000000,2011-10-12T14:10:10+09:00
000000000000010101000101,2011-10-12T14:10:20+09:00
000000000000010101000000,2011-10-12T14:10:30+09:00
000000000000010101001001,2011-10-12T14:10:40+09:00
100000000000010101000000,2011-10-12T14:10:50+09:00
000000000000010101000011,2011-10-12T14:30:00+09:00
000000000000010101000000,2011-10-12T14:30:10+09:00
000000000000010101000101,2011-10-12T14:30:20+09:00
000000000000010101000000,2011-10-12T14:30:30+09:00
000000000000010101001001,2011-10-12T14:30:40+09:00
100000000000010101000000,2011-10-12T14:30:50+09:00
000000000000010101000011,2011-10-12T21:29:00+09:00
000000000000010101000000,2011-10-12T21:29:10+09:00
000000000000010101000101,2011-10-12T21:29:20+09:00
000000000000010101000000,2011-10-12T21:29:30+09:00
000000000000010101001001,2011-10-12T21:29:40+09:00
100000000000010101000000,2011-10-12T21:29:50+09:00
000000000000010101000011,2011-10-12T22:33:00+09:00
000000000000010101000000,2011-10-12T22:33:10+09:00
000000000000010101000101,2011-10-12T22:33:20+09:00
000000000000010101000000,2011-10-12T22:33:30+09:00
000000000000010101001001,2011-10-12T22:33:40+09:00
100000000000010101000000,2011-10-12T22:33:50+09:00
000000000000010101000011,2011-10-13T05:00:00+09:00
000000000000010101000000,2011-10-13T05:00:10+09:00
000000000000010101000101,2011-10-13T05:00:20+09:00
000000000000010101000000,2011-10-13T05:00:30+09:00
000000000000010101001001,2011-10-13T05:00:40+09:00
100000000000010101000000,2011-10-13T05:00:50+09:00
000000000000010101000011,2011-10-13T06:38:00+09:00
000000000000010101000000,2011-10-13T06:38:10+09:00
000000000000010101000101,2011-10-13T06:38:20+09:00
000000000000010101000000,2011-10-13T06:38:30+09:00
000000000000010101001001,2011-10-13T06:38:40+09:00
100000000000010101000000,2011-10-13T06:38:50+09:00
000000000000010101000011,2011-10-13T07:00:00+09:00
000000000000010101000000,2011-10-13T07:00:10+09:00
000000000000010101000101,2011-10-13T07:00:20+09:00
000000000000010101000000,2011-10-13T07:00:30+09:00
000000000000010101001001,2011-10-13T07:00:40+09:00
100000000000010101000000,2011-10-13T07:00:50+09:00
000000000000010101000011,2011-10-13T13:42:00+09:00
000000000000010101000000,2011-10-13T13:42:10+09:00
000000000000010101000101,2011-10-13T13:42:20+09:00
000000000000010101000000,2011-10-13T13:42:30+09:00
000000000000010101001001,2011-10-13T13:42:40+09:00
100000000000010101000000,2011-10-13T13:42:50+09:00
000000000000010101000011,2011-10-13T13:45:00+09:00
000000000000010101000000,2011-10-13T13:45:10+09:00
000000000000010101000101,2011-10-13T13:45:20+09:00
000000000000010101000000,2011-10-13T13:45:30+09:00
000000000000010101001001,2011-10-13T13:45:40+09:00
100000000000010101000000,2011-10-13T13:45:50+09:00
000000000000010101000011,2011-10-13T13:50:00+09:00
000000000000010101000000,2011-10-13T13:50:10+09:00
000000000000010101000101,2011-10-13T13:50:20+09:00
000000000000010101000000,2011-10-13T13:50:30+09:00
000000000000010101001001,2011-10-13T13:50:40+09:00
100000000000010101000000,2011-10-13T13:50:50+09:00
000000000000010101000011,2011-10-13T13:55:00+09:00
000000000000010101000000,2011-10-13T13:55:10+09:00
000000000000010101000101,2011-10-13T13:55:20+09:00
000000000000010101000000,2011-10-13T13:55:30+09:00
000000000000010101001001,2011-10-13T13:55:40+09:00
100000000000010101000000,2011-10-13T13:55:50+09:00
000000000000010101000011,2011-10-13T14:10:00+09:00
000000000000010101000000,2011-10-13T14:10:10+09:00
000000000000010101000101,2011-10-13T14:10:20+09:00
000000000000010101000000,2011-10-13T14:10:30+09:00
000000000000010101001001,2011-10-13T14:10:40+09:00
100000000000010101000000,2011-10-13T14:10:50+09:00
000000000000010101000011,2011-10-13T14:30:00+09:00
000000000000010101000000,2011-10-13T14:30:10+09:00
000000000000010101000101,2011-10-13T14:30:20+09:00
000000000000010101000000,2011-10-13T14:30:30+09:00
000000000000010101001001,2011-10-13T14:30:40+09:00
100000000000010101000000,2011-10-13T14:30:50+09:00
000000000000010101000011,2011-10-13T21:29:00+09:00
